Ano,Região,UF,Filtro,Média_Geral,N_Alunos,Ciências_Natureza,Ciências_Humanas,Linguagens,Matemática,Redação
2018,Centro-Oeste,DF,STRICT_3EM,469.3596811152687,30199,420.98144309414215,499.5968873141495,470.1530116891288,455.0329712904401,465.9511904367694
2018,Sudeste,ES,STRICT_3EM,454.9002204277818,34675,406.88514491708725,488.35412545061286,449.32977072819034,444.93330353280464,444.0507570295602
2018,Sudeste,MG,STRICT_3EM,453.63316105034346,163007,405.9372609765225,482.1967952296527,446.4869269417878,444.256861361782,451.89482660253856
2018,Sudeste,RJ,STRICT_3EM,450.17287211882825,117458,396.97119651279604,480.1050128556591,446.46991520373246,434.99562652182055,450.9651109332698
2018,Nordeste,RN,STRICT_3EM,447.90414063178804,26855,402.8925339787749,478.53954570843416,443.8617575870415,439.9655483150251,441.58406255818284
2018,Nordeste,PB,STRICT_3EM,447.41180179360407,32969,405.1809396705997,479.34780854742337,441.3250204737784,440.41658527707847,443.8878946889502
2018,Nordeste,SE,STRICT_3EM,443.6998462577261,19253,400.91653248844335,473.03193268581526,435.8976523139251,429.89394380096604,450.70170882459877
2018,Sul,SC,STRICT_3EM,439.87497829051006,50362,388.69395178904733,474.01695524403317,437.95455502164333,423.27755649100516,427.8066796394107
2018,Nordeste,PI,STRICT_3EM,437.84569565083945,32581,402.269951812406,469.5427150793407,433.247202357202,433.88138485620453,428.09797121021455
2018,Nordeste,BA,STRICT_3EM,436.5266301765017,96373,392.1008352961929,469.46332271486824,433.609230801158,421.48764591742497,428.1178338331275
2018,Sudeste,SP,STRICT_3EM,432.02643558416275,335580,379.38305858513615,462.6869309851601,433.2525966982538,416.5515745872817,417.8101197925979
2018,Sul,RS,STRICT_3EM,425.02215644408756,54797,370.5468419804004,461.40629231527276,427.70601127798966,402.1257623592532,409.6238845192255
2018,Norte,PA,STRICT_3EM,424.0155707388042,68277,382.81402082692557,457.64380391639935,420.12973036307983,409.19482549028226,415.5982248780702
2018,Sul,PR,STRICT_3EM,423.8176244318395,79863,376.1207217359729,460.0555188259895,425.8550442633009,406.4776742671825,401.848415411392
2018,Nordeste,AL,STRICT_3EM,421.82872103191954,22870,382.23716222125057,452.7608089199825,419.5041626585046,415.19508089199826,408.6042850896371
2018,Centro-Oeste,MS,STRICT_3EM,420.4816730833214,21039,377.6614477874424,452.39387803602835,420.28646798802225,402.4628737107277,405.61243405104807
2018,Centro-Oeste,GO,STRICT_3EM,413.99593753044263,65013,368.0260178733484,443.832205866519,412.8589789734361,396.4226047098273,402.7274545090982
2018,Norte,AP,STRICT_3EM,410.9399849429985,9298,366.797859754786,446.290449559045,412.65134437513444,392.65668961066893,388.2942568294257
2018,Centro-Oeste,MT,STRICT_3EM,408.52916096418227,27035,366.0561124468282,441.77527649343443,409.11724061401884,392.9542186055114,385.12668762715
2018,Nordeste,MA,STRICT_3EM,407.70701395622154,56725,372.2135601586602,442.6071432349052,408.66307800793305,396.2704821507272,383.2038783605112
2018,Norte,AC,STRICT_3EM,405.1212880493704,7994,361.9434325744308,439.1250562922192,409.62146609957466,387.47202902176633,385.4415811858894
2018,Norte,TO,STRICT_3EM,397.8567068965517,14500,359.4185034482758,427.9970068965517,395.3145517241379,383.6331655172414,382.40275862068967
2018,Norte,RO,STRICT_3EM,396.66538325687577,15477,353.0133876074175,430.19421076436,399.35109517348326,378.8914195257479,371.35491374297345
2018,Nordeste,CE,STRICT_3EM,390.24671974145537,123976,352.2713299348261,419.50338452603734,388.07049186939406,384.68695231335096,367.77489191456414
2018,Nordeste,PE,STRICT_3EM,388.25042017358567,91367,349.7346689723861,418.50952750993247,387.8177219346153,382.1633478170456,368.60704630774785
2018,Norte,RR,STRICT_3EM,386.31615541922287,4075,344.7951656441718,420.2842944785276,392.8187975460123,368.521226993865,350.5570552147239
2018,Norte,AM,STRICT_3EM,370.0347506670825,38476,331.2367423848633,401.26425044183384,374.3916467408254,354.9757849048758,338.99105936168
